시도,시군구,읍면동,리,지번,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),소유별,취약지역지정사유,데이터기준일
경상북도,문경시,동로면,노은리,산125임,36,46,32.702,128,16,51.518,사유림,"황폐화가 진행되고 있는 유역으로 계류 내 퇴적물들이 산재되어 있으며, 유출구 지점으로부터 315.8m 지점까지 우측 계안이 1개소의 붕괴가 발생한 상태이며, 계류 내에 물이 흐르고 있어 집중 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,가은읍,갈전리,1017구,36,37,14.668,128,5,40.634,사유림,전반적으로 계류보전이 이루어져 있어 비교적 안정한 지역으로 사료되나 계류수가 상시 존재하고 있어 집중 호우 시 유량이 많을 것으로 예상이 되며 최상부 수직 암반사면으로부터 계류수가 수직 낙하하는 구간으로 향후 하부방향으로 퇴적물 이동이 용이할 것으로 사료되어 취약지역으로 선정함,2025-12-29
경상북도,문경시,산북면,전두리,산38-1 임,36,45,11.171,128,15,49.86,사유림,본 계류 유출구에는 하부 사찰이 위치하고 있어 집중 호우 시 산악지의 위험사면 등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산 피해 가능성이 있으므로 장기적으로는 유실물이 인가 쪽에 유입되어 피해를 줄 수 있는 것으로 조사되었다. 그러나 이를 미연에 방지하거나 방호할 수 있는 시설물이 유출구 부근에는 부재한 상태로 산사태나 토석류에 의한 피해가 발생할 수 있음에 따라 적절한 대책이 마련되어야 할 것으로 판단됨,2025-12-29
경상북도,문경시,산북면,이곡리,산22임,36,41,41.463,128,15,10.557,사유림,"집중 호우 시 산악지의 위험사면 등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산 피해 가능성이 있으므로 장기적으로는 유실물이 인가 쪽에 유입되어 피해를 줄 수 있는 것으로 조사되었다. 그러나 이를 미연에 방지하거나 방호할 수 있는 시설물이 유출구 부근에는 부재한 상태로 산사태나 토석류에 의한 피해가 발생할 수 있음에 따라 적절한 대책이 마련되어야 할 것으로 판단됨""",2025-12-29
경상북도,문경시,산북면,거산리,산126-1임,36,43,19.899,128,14,8.1,사유림,"집중 호우 시 산악지의 위험사면 등에서 산사태가 발생한 지역으로 이를 미연에 방지하거나 방호할 수 있는 시설물이 유출구 부근에는 부재한 상태로 추가적인 산사태나 토석류에 의한 피해가 발생할 수 있음에 따라 산지사방등 적절한 대책이 마련되어야 할 것으로 판단됨""",2025-12-29
경상북도,문경시,동로면,노은리,산108임,36,46,32.821,128,17,3.049,사유림,"전석등 계류 내 퇴적물들이 산재되어 있으며, 계류 내에 물이 흐르고 있어 집중 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,동로면,생달리,119 답,36,47,22.699,128,16,5.5,사유림,"황폐화가 진행되고 있는 유역으로 계류 내 퇴적물들이 산재되어 있으며, 유출구 지점으로부터 190.9m 지점까지 좌측 계안이 2개소, 우측 계안이 2개소의 붕괴가 발생한 상태이며, 계류 내에 물이 흐르고 있어 집중 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,문경읍,각서리,산53임,36,44,3.399,128,4,4.4,사유림,일정한 경사로 이루어진 계류로 계류에는 집중호우시 계류수가 급격히 증가할수 있는 지형조견이 관찰된다. 현재 꼐류에도 이러한 계류수의 영향으로 지속적으로 토사가 유출되고 있는 구역이 관찰되고 있어 지지력 이탈로 인한 붕괴가 발생되고 토사가 지속적으로 유실될 경우 장기적으로 하부 인가까지 유입되어 피해가 발생할 수 있으므로 이에 대한 대책이 필요할 것으로 판단된다,2025-12-29
경상북도,문경시,불정동,,413구,36,37,48.461,128,7,47.375,사유림,"취약지역은 계류 유출구에 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있는 지역으로 이에 대한 사전 예방대책이 필요한 지역으로 선정된다.현장조사 결과, 본 계류는 전반적으로 안정화되어 있으나 일부 구간 집중호우 시 급격히 증가한 계류수에 의해 토사가 유실된 구간이 관찰된다.방호할 수 있는 시설물이 유출구 부근에는 부재",2025-12-29
경상북도,문경시,농암면,사현리,산152임,36,34,32.199,128,1,26.2,사유림,"본 계류 유출구에는 하부 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요한 지역으로 선정되었다.현장조사 결과, 계류 주변 급경사지에서 지속적인 토사가 유실 되고 있어 장기적으로는 유실물이 인가쪽에 유입되어 피해를 줄 수 있는 것으로 조사되었다. 그러나 이를 미연에 방지하거나 방호할 수 있는 시설물이 부재한 상태",2025-12-29
경상북도,문경시,영순면,금림리,236전,36,33,51.698,128,15,52.437,사유림,"""본 계류 유출구에는 하부 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요한 지역으로 선정되었다.현장조사 결과, 본 계류의 전반적인 상태는 양호하나, 일부 구간에 급경사지가 분포하고 있어 낙석이나 붕괴등이 우려된다. 낙석이나 붕괴가 발생할 경우에는 하부 인가에 피해가 발생할 가능성이 있으므로 해당 계류가 위치한 지역을 취약지역으로 선정하였다.""",2025-12-29
경상북도,문경시,영순면,사근리,1148도,36,33,47.516,128,15,15.958,사유림,"현장 조사결과, 본 계류로부터 지속적으로 토사가 유출되고 있는 구역이 관찰됨에 따라 이에 대한 대책이 마련되야 할 것으로 판단됨에 따라 취약지역으로 선정하였다.""",2025-12-29
경상북도,문경시,문경읍,지곡리,산165구,36,45,58.2,128,6,41.536,사유림,"""취약지역은 계류 유출구에 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있는 지역으로 이에 대한 사전 예방대책이 필요한 지역으로 선정된다.현장조사 결과, 본 계류는 전반적으로 안정화되어 있으나, 상시 계류수가 흐르고 있어 유실물이 지속적으로 발생함에 따라 장기적인 측면에 대책이 마련되어야 할 것으로 판단되어 취약지역으로 설정하였다.""",2025-12-29
경상북도,문경시,호계면,호계리,산94임,36,40,45.799,128,10,47.6,사유림,"현장조사 결과, 내, 외부적인 풍화작용으로 인해서 지반이 연약화된 구간이 다수 관찰됨에 따라 붕괴 발생이 우려된다.그러나 이를 미연에 방지하거나 방호할 수 있는 시설물이 유출구 부근에는 부재한 상태로 산사태나 토석류에 의한 피해가 발생할 수 있음에 따라 취약지역으로 선정하였다.""",2025-12-29
경상북도,문경시,호계면,구산리,산31-1임,36,38,34.599,128,13,16.9,사유림,"""본 계류 유출구에는 하부 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요한 지역으로 선정되었다.현장조사 결과, 본 계류는 집중호우시 계류수의 유량과 유속이 증가할 경우 계류 내 적치되어 있는 전석이나 붕괴유실물들이 하부로 유입될 수 있어 이에 대한 피해 예방대책이 필요할 것으로 판단된다.""",2025-12-29
경상북도,문경시,호계면,구산리,산46-2임,36,38,4.699,128,13,11.1,사유림,"""계류 유출구에는 하부 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요한 지역으로 선정되었다.현장조사 결과, 계류의 경사는 완만한 상태이나, 일부 구간의 지반 상태가 불안정하여 하부 인가에 피해가 우려됨에 따라 취역지역으로 선정하였다.""",2025-12-29
경상북도,문경시,문경읍,갈평리,산158-1임,36,47,8.299,128,11,21.2,사유림,"""유출구에는 하부 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요한 지역으로 선정되었다.현장조사 결과, 계류수에 의한 지속적인 침식작용으로 인해 일부 구간은 소규모 붕괴가 발생하거나 지속적으로 표층이 유실되고 있는 상태로 하부 유출구로 퇴적물이 지속적으로 유입되고 있음에 따라 하부인가지역에 피해를 끼칠 수 있어 취약지역으로 선정하였다.""",2025-12-29
경상북도,문경시,문경읍,갈평리,산160임,36,47,1.499,128,11,45.4,사유림,"""하부 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요한 지역으로 선정되었다.계류는 집중호우시 계류수의 유량과 유속의 증가로 계류 주변부가 붕괴될 가능성이 있어 하부 인가에 피해가 우려됨에 따라 취약지역으로 선전하였다.""",2025-12-29
경상북도,문경시,호계면,별암리,산6-5 임,36,39,21.099,128,10,38.8,사유림,"""계류 유출구에는 하부 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요한 지역으로 선정되었다.현장조사 결과, 계류 일부 구간에서 지속적인 강우 침투나 풍화에 의해 연약화된 지반이 유실 또는 붕괴될 가능성이 있는 구역이 관찰되고, 지속적으로 붕괴가 진행될 것으로 판단됨에 따라 취약지역으로 선정하였다.""",2025-12-29
경상북도,문경시,마성면,하내리,산162-1임,36,39,30.723,128,5,18.294,사유림,산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요한 지역으로 선정되었다.,2025-12-29
경상북도,문경시,흥덕동,,산18-15 임,36,36,9.499,128,11,51.9,사유림,"계류 유출구에는 하부 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요한 지역으로 선정되었다.현장조사 결과, 계류에는 유출구에 전석 일부 분포하고, 계류수에 의한 붕괴구간이 발생하여 이로 인한 피해가 예상됨에 따라 취약지역으로 선정하였다.",2025-12-29
경상북도,문경시,공평동,,산173,36,36,19.524,128,10,41.45,사유림,"산사태로부터 재해우려가 있는 구역  *하부지역에 주택5여채 이상 있음.o 산사태 유발 인자와 구조적 취약성, 과거 산사태피해이력 있음",2025-12-29
경상북도,문경시,농암면,내서리,산65,36,30,59.818,127,58,21.989,사유림,"산사태로부터 재해우려가 있는 구역  *하부지역에 주택10여채가 있음.o 산사태 유발 인자와 구조적 취약성, 과거 산사태피해이력 있음",2025-12-29
경상북도,문경시,동로면,간송리,824,36,44,33.542,128,18,34.933,사유림,하부지역에 주택2여체가 있음,2025-12-29
경상북도,문경시,동로면,석항리,358-1,36,46,33.323,128,21,14.792,사유림,"하부지역에 주택1채,우사가 있음",2025-12-29
경상북도,문경시,동로면,석항리,산79,36,46,15.9,128,21,45.937,사유림,"산사태로부터 재해우려가 있는 구역  *하부지역에 주택1채가 있음.o 산사태 유발 인자와 구조적 취약성, 과거 산사태피해이력 있음",2025-12-29
경상북도,문경시,산북면,우곡리,산30,36,42,6.548,128,15,14.193,사유림,"""유출구에 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있는 지역으로 이에 대한 사전 예방대책이 필요한 지역으로 선정된다.현장조사 결과, 상부 위험요인에 따른 사방댐과 계류보전사업이 적절한 구간에 설치된 상태이다. 조사결과, 현재 설치된 사방댐 자체에 결함등은 관찰되지 않으나 하부에 지속적으로 퇴적물이 적치되어 다량의 퇴적물이 하부로 이동, 퇴적될 가능성이 있다.""",2025-12-29
경상북도,문경시,마성면,외어리,산26,36,41,35.608,128,9,14.873,사유림,"산사태로부터 재해우려가 있는 구역  *하부지역에 주택10여채가 있음.o 산사태 유발 인자와 구조적 취약성, 과거 산사태피해이력 있음",2025-12-29
경상북도,문경시,마성면,하내리,1137,36,39,27.074,128,5,18.857,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,문경읍,상리,산33,36,44,47.43,128,6,2.288,사유림,"산사태로부터 재해우려가 있는 구역  *하부지역에 주택10여채가 있음.o 산사태 유발 인자와 구조적 취약성, 과거 산사태피해이력 있음",2025-12-29
경상북도,문경시,산북면,우곡리,산21,36,42,13.935,128,14,35.461,사유림,"""하부지역에 집1채있음낙석유실심각""",2025-12-29
경상북도,문경시,산북면,이곡리,산23-1,36,41,43.618,128,15,20.207,사유림,하부지역에 문경직업전문학교가 있음,2025-12-29
경상북도,문경시,산북면,전두리,산2,36,44,29.213,128,14,45.267,사유림,"산사태로부터 재해우려가 있는 구역  *하부지역에 주택2여채가 있음.o 산사태 유발 인자와 구조적 취약성, 과거 산사태피해이력 있음",2025-12-29
경상북도,문경시,영순면,달지리,산17,36,34,1.918,128,16,55.505,사유림,"산사태로부터 재해우려가 있는 구역  *하부지역에 주택5채가 있음.o 산사태 유발 인자와 구조적 취약성, 과거 산사태피해이력 있음",2025-12-29
경상북도,문경시,영순면,말응리,산18,36,32,56.63,128,14,32.771,사유림,"산사태로부터 재해우려가 있는 구역  *하부지역에 주택6채가 있음.o 산사태 유발 인자와 구조적 취약성, 과거 산사태피해이력 있음",2025-12-29
경상북도,문경시,영순면,율곡리,산62-3,36,32,29.885,128,13,24.808,사유림,"산사태로부터 재해우려가 있는 구역  *하부지역에 주택5여채가 있음.o 산사태 유발 인자와 구조적 취약성, 과거 산사태피해이력 있음",2025-12-29
경상북도,문경시,호계면,별암리,산6,36,39,26.207,128,10,11.646,사유림,"""계류 유출구에는 하부 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요한 지역으로 선정되었다.현장조사 결과, 계류 일부 구간에서 지속적인 강우 침투나 풍화에 의해 연약화된 지반이 유실 또는 붕괴될 가능성이 있는 구역이 관찰되고, 지속적으로 붕괴가 진행될 것으로 판단됨에 따라 취약지역으로 선정하였다.""",2025-12-29
경상북도,문경시,농암면,갈동리,산84번지,36,34,0.816,128,0,51.995,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,농암면,사현리,335번지,36,34,10.858,128,2,1.989,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,농암면,화산리,812번지,36,35,9.879,127,57,35.671,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,동로면,간송리,68번지,36,45,4.999,128,20,6.847,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,동로면,노은리,701번지,36,46,32.972,128,17,3.201,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,동로면,마광리,365번지,36,41,14.395,128,18,42.045,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,동로면,석항리,563번지,36,47,17.417,128,20,34.944,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,동로면,석항리,832번지,36,45,42.067,128,20,44.324,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,동로면,적성리,39번지,36,47,7.165,128,19,23.924,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,문경읍,관음리,산71번지,36,48,49.562,128,8,1.617,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,문경읍,용연리,산77-1번지,36,46,24.499,128,10,47.448,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,산북면,가곡리,397-7번지,36,40,24.599,128,17,42.116,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,산북면,월천리,355번지,36,40,7.689,128,18,50.242,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,산북면,이곡리,592번지,36,41,32.128,128,14,20.654,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,산북면,전두리,311번지,36,44,48.406,128,14,56.634,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,산북면,창구리,245번지,36,45,49.709,128,15,1.395,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,산북면,호암리,513번지,36,45,59.54,128,14,13.043,사유림,계류황폐화가 진행중으로 집중호우시 하류 농경지 피해 위험,2025-12-29
경상북도,문경시,문경읍,관음리,산164외,36,48,16.113,128,9,50.512,사유림,"상시 계류수가 흐르고 있어 계안을 중심으로 월류 및 붕괴지가 발생된 상태로 지속적으로 토사가 유출되고 있음.측방침식이 발생됨에 따라 주변 지반 하부의 토사가 유출되고 있는 상태이며, 이로 인해 주변 지지력이 상실되면서 붕괴지가 확대되고 주변 수목들이 계류방향으로 전도되어 있는 상태임. 현상태에 계류수의 유량과 유속이 증가하는 우기 시에는 붕괴와 침식으로 발생한 퇴적물들이 계류 최단부에 위치하고 있는 인가와 경작지에 피해를 입힐 수 있으므로 산사태취약지역으로 지정 관리할 필요가 있음.",2025-12-29
경상북도,문경시,마성면,하내리,산237-1외,36,39,4.427,128,5,13.834,사유림,위험사면은 전체적으로 급경사를 이루고 있으며 하부 지지력 상실로 인한 낙석위험구역인 것으로 보아 추가적인 토석 낙하가 예상됨.사면으로 유수에 의한 구곡의 형성이 눈에 띄게 보이고 드러난 기반암은 풍화 작용을 많이 받아 부스러지고 있음.사면 전체적으로 퇴적암으로 이루어져 있고 일부 사면 내 균열이 진행 중인 것으로 보아 추후에 하부 인가와 보호시설에 피해가 예상되므로 산지사방을 통하여 예방하여야 한다고 판단됨.,2025-12-29
경상북도,문경시,산북면,호암리,산83외,36,45,19.839,128,13,49,사유림,"위험사면은 전체적으로 급경사를 이루고 있으며 생성되는 구곡과 하부 지지력 상실로 인한 추가적인 토석 낙하와 토사 유출이 예상됨.사면 아래 부분의 계류로 인하여 측방침식이 발생됨에 따라 사면 하부의 토사가 유출되고 있는 상태이며, 주변 지지력이 상실되면서 붕괴지가 확대되고 주변 수목들이 계류방향으로 전도되어 있는 상태임. 현 상태에 계류수의 유량과 유속이 증가하는 우기 시에는 붕괴와 침식으로 발생한 퇴적물들이 사면 아래 계류 최단부에 위치하고 있는 인가와 경작지에 피해를 입힐 수있음",2025-12-29
경상북도,문경시,가은읍,죽문리,산19임,36,38,33.199,127,59,59,사유림,"계류 좌측 사면으로 실제 산사태가 일어나 있음, 상부 이상에서 합류되는 지류들이 많음 (수지상 구조)",2025-12-29
경상북도,문경시,가은읍,갈전리,221임,36,37,17.399,128,5,31.1,사유림,드러나 있는 암반에 균열이 심하여 계류가 전반적으로 암반 지대임,2025-12-29
경상북도,문경시,산북면,월천리,산52-1임,36,40,20.399,128,18,45.9,사유림,계류 내 위험 요소가 상당하고 주변 붕괴지도 발견,2025-12-29
경상북도,문경시,영순면,이목리,산31-1임,36,33,34.812,128,16,51.336,사유림,사면에 절리와 균열이 심하고 사면에서 떨어진 퇴적물이 계류안으로 유출 중,2025-12-29
경상북도,문경시,마성면,외어리,산13임,36,42,4.299,128,10,44,사유림,하부부분에서 두갈래로 나뉘어졌다가 합쳐져서 도로쪽으로 계류수가 흐르고 있음(월류),2025-12-29
경상북도,문경시,마성면,외어리,산6임,36,42,2.499,128,10,8.3,사유림,하부에 본류는 사방댐 존재하고 안정화가 어느정도 진행되었지만 조사한 계류는 위험인자가 상당함,2025-12-29
경상북도,문경시,마성면,외어리,산5임,36,41,59.699,128,9,53.7,사유림,상부에서부터 퇴적물이 많이 쓸려내려온 상태로 하부까지의 유동이 예상됨,2025-12-29
경상북도,문경시,마성면,외어리,산5임,36,42,0.799,128,9,18.1,사유림,사면 황폐화가 심하여 하부에 시설물을 설치해 안정성을 높여야 함,2025-12-29
경상북도,문경시,산북면,전두리,산38-1임,36,45,4.836,128,15,54.995,사유림,전도되는 우목에 영향을 많이 받아 사면에 균열과 함몰이 확대될 가능성이 큼,2025-12-29
경상북도,문경시,가은읍,원북리,산1-1임,36,41,46.151,128,1,11.997,사유림,계류내에 전석 및 유목 등 퇴적물이 다수 분포하고 여러 지류들이 합류되어 강우시 유량이 상당히 많은편으로 토석류의 발생으로 피해가 우려됨,2025-12-29
경상북도,문경시,가은읍,원북리,산56임,36,41,20.283,128,0,15.898,사유림,"주원인으로 계류내 전석, 자갈, 유목 등 퇴적물이 다수 분포하고 있으며 여려개의 지류가합류되어 있어 강우시 하부 인가에 피해가 우려된다",2025-12-29
경상북도,문경시,마성면,정리,산41-1임,36,41,11.199,128,5,24.2,사유림,계류 양안으로 침식이 발달하고 우안에 붕괴지들이 다수 분포하고 있으며 계류내 퇴적물이 쌓여 있어 강우시 토석류 발생 위험이 있을 것으로 판단된다,2025-12-29
경상북도,문경시,가은읍,원북리,산12임,36,41,5.102,128,1,26.403,사유림,하부에 수련원이 있어 재해 발생시 인명피해가 우려되고 강우시 토석류 발생이 예상되며 계류내 퇴적물이 다수 존재하고 있다,2025-12-29
경상북도,문경시,가은읍,상괴리,산21임,36,40,41.878,128,0,59.561,사유림,계류내에 전석 및 유목 등 퇴적물이 다수 분포하고 여러 지류들이 합류되어 강우시 유량이 상당히 많은편으로 토석류의 발생으로 피해가 우려됨,2025-12-29
경상북도,문경시,가은읍,하괴리,산88-1임,36,40,28.899,128,2,56.1,사유림,"계류내 퇴적물인 유목, 유송잡물 등이 다수 분포하고 계류 양안으로 침식이 발달하고 식생이 계류방향으로 전도 되어 있고 계상퇴적지가 곳곳에 있어 강우시 토석류 발생확률이 있다",2025-12-29
경상북도,문경시,가은읍,하괴리,산109임,36,40,27.299,128,2,52.7,사유림,계류내에 전석 및 유목 등 퇴적물이 다수 분포하고 여러 지류들이 합류되어 강우시 유량이 상당히 많은편으로 토석류의 발생으로 피해가 우려됨,2025-12-29
경상북도,문경시,가은읍,상괴리,산73임,36,39,31.599,128,1,18.4,사유림,계류 좌안으로 붕괴지들이 다수 위치하고 계류내 자갈 및 유목등 퇴적물이 많이 강우시 토석류 발생이 우려됨,2025-12-29
경상북도,문경시,가은읍,하괴리,산150-1임,36,39,24.045,128,1,34.896,사유림,"계류수가 상시흐르며 계류내 전석 분포가 중간부 위로 타나나고 계류내 유목, 유송잡물이 다수 분포하고 있으며 계상퇴적지도 다수 분포하고 있다",2025-12-29
경상북도,문경시,불정동,,산32-5임,36,38,41.899,128,8,51.8,사유림,사면이 축축한 편으로 강우 시 유량의 증가로 인해 사면침식이 더 활발해져 토석류 및 산사태 발생가능성이 있을 것이라고 예상됨,2025-12-29
경상북도,문경시,가은읍,성저리,산10임,36,37,18.29,128,2,50.365,사유림,계류내에 전석 및 유목 등 퇴적물이 다수 분포하고 여러 지류들이 합류되어 강우시 유량이 상당히 많은편으로 토석류의 발생으로 피해가 우려됨,2025-12-29
경상북도,문경시,가은읍,저음리,산78임,36,37,8.602,128,5,33.763,사유림,기본사방시설물이 있지만 시설물이 파손되어 있어 복구나 새로운 사방시설물이 필요하고 계류내 전석 및 유목 등 퇴적물이 다수분포하고  있다,2025-12-29
경상북도,문경시,영순면,달지리,산15임,36,34,6.799,128,17,0.1,사유림,사면내에 토사가 유실되고 그로인하여 지지력 약화로 인한 함몰이 발생됨,2025-12-29
경상북도,문경시,영순면,의곡리,산68-1임,36,33,42.699,128,13,28.5,사유림,유출구 부근에 나무를 벌목해 방치해두었는데 장마시 떠내려와 지하배수구를 막아 월류할 가능성 있음,2025-12-29
경상북도,문경시,영순면,말응리,산93임,36,32,29.799,128,15,36.1,사유림,사면내에 토사가 유실되고 그로인하여 지지력 약화로 인한 함몰이 발생됨,2025-12-29
경상북도,문경시,산북면,흑송리,산20임,36,39,9.401,128,20,35.102,사유림,사면내에 토사가 유실되고 그로인하여 지지력 약화로 인한 함몰이 발생됨,2025-12-29
경상북도,문경시,문경읍,당포리,산129임,36,45,29.499,128,9,6.6,사유림,유목이 계류내에 다수 위치하고 있고 계류 양안으로 다수의 붕괴지가 분포하고 있으며 하안침식이 발달되어 있고 사면의 경사가 급하다.,2025-12-29
경상북도,문경시,문경읍,지곡리,산65-8임,36,45,27.799,128,7,4.2,사유림,토심이 비교적 깊은편이고 하부에 다수의 인가가 위치하고 있으며 우측사면에 침식이 발달되어 있고 강우시 토석류 발생의 위험이 있고 우측사면이 불안정하고 붕괴지 등이 발달 되어 있다,2025-12-29
경상북도,문경시,문경읍,지곡리,산141임,36,45,20.699,128,6,52.5,사유림,상부100m 지전부터 계류의 폭이 넓어지고 깊어지며 양안의 사면에 수목이 전도 및 쓰러짐 현상이 발생하고 잇으며 계류내 퇴적물이 적치되어 있다,2025-12-29
경상북도,문경시,문경읍,지곡리,산31임,36,45,9.489,128,7,16.62,사유림,비교적 소규모의 계류 이며  상부로 갈 수록 폭이 넓어지고 깊이가 깊어지는 형태이며 양안으로 침식이 발달되어 있어 강우시 토석류 발생 가능성이 있다,2025-12-29
경상북도,문경시,문경읍,팔영리,산255임,36,45,5.537,128,8,3.88,사유림,중간부 위로 월류의 흔적이 있고 계류내 자갈 등 퇴적물이 분포하고 있으며 상시 계류수로 인하여 침식작용이 지속적으로 일어 나고 있다,2025-12-29
경상북도,문경시,문경읍,각서리,산33-2임,36,45,4.678,128,2,11.318,사유림,강우시 퇴적물 및 유목이 하부 인가로 쓸려 내려온다는 주민의 인견이 있었으며 월류의 흔적이 확인되었음.,2025-12-29
경상북도,문경시,문경읍,각서리,산33-2임,36,45,5.129,128,2,11.797,사유림,계류 주변부의 사면에서 침식이 발달하여 부에 위치한 다수의 인가로의 인명 및 재산의 피해발생이 우려되므로 계류 양안의 침식을 막아줄 수 있는 계류보전이 필요하다고 판단됨.,2025-12-29
경상북도,문경시,산북면,전두리,산46임,36,44,57.501,128,15,14.302,사유림,하부 보호대상 인가에 대하여 토석류나 산사태 발생 시 계류 하부로 인가가  위치하고 있어 집중호우 시 하부 인가로부터 인명과 재산 피해발생이 우려됨,2025-12-29
경상북도,문경시,문경읍,각서리,산40-1임,36,44,51.299,128,2,24.877,사유림,계류내 유목 및 퇴적물 등이 다수 분포하고 강우시 퇴적물이 토석류로 발달되어 하부인가에 피해가 우려되고 있다.,2025-12-29
경상북도,문경시,동로면,간송리,437-1임,36,44,20.801,128,19,22.702,사유림,사방시설의 설치와 유지관리가 효율적으로 이루어질 수 있는 구간으로 판단됨,2025-12-29
